HCHO Reading,Location,Current Date,Next Date
,Kandy Proper,2019-06-07,2019-06-08
,Kandy Proper,2019-06-08,2019-06-09
0.0001298232751426,Kandy Proper,2019-06-09,2019-06-10
,Kandy Proper,2019-06-10,2019-06-11
9.29756764723738e-05,Kandy Proper,2019-06-11,2019-06-12
,Kandy Proper,2019-06-12,2019-06-13
0.0001227748434757,Kandy Proper,2019-06-13,2019-06-14
,Kandy Proper,2019-06-14,2019-06-15
0.0001109789303632,Kandy Proper,2019-06-15,2019-06-16
8.978404673863681e-05,Kandy Proper,2019-06-16,2019-06-17
1.569671117488859e-07,Kandy Proper,2019-06-17,2019-06-18
7.384788689971693e-05,Kandy Proper,2019-06-18,2019-06-19
0.0001137372567619,Kandy Proper,2019-06-19,2019-06-20
,Kandy Proper,2019-06-20,2019-06-21
,Kandy Proper,2019-06-21,2019-06-22
-7.303543319663562e-05,Kandy Proper,2019-06-22,2019-06-23
-3.8813264605263855e-06,Kandy Proper,2019-06-23,2019-06-24
,Kandy Proper,2019-06-24,2019-06-25
,Kandy Proper,2019-06-25,2019-06-26
2.5244143864092782e-05,Kandy Proper,2019-06-26,2019-06-27
7.838953585567481e-05,Kandy Proper,2019-06-27,2019-06-28
6.984348224061407e-05,Kandy Proper,2019-06-28,2019-06-29
8.639300023654194e-05,Kandy Proper,2019-06-29,2019-06-30
5.7654145708751706e-05,Kandy Proper,2019-06-30,2019-07-01
4.850917005854961e-05,Kandy Proper,2019-07-01,2019-07-02
7.01563219877274e-05,Kandy Proper,2019-07-02,2019-07-03
7.363816657454578e-05,Kandy Proper,2019-07-03,2019-07-04
6.852184014062264e-05,Kandy Proper,2019-07-04,2019-07-05
0.0001269866740033,Kandy Proper,2019-07-05,2019-07-06
8.118862348047131e-05,Kandy Proper,2019-07-06,2019-07-07
0.0001078062501781,Kandy Proper,2019-07-07,2019-07-08
0.0001755990354735,Kandy Proper,2019-07-08,2019-07-09
,Kandy Proper,2019-07-09,2019-07-10
0.0001629814492932,Kandy Proper,2019-07-10,2019-07-11
5.640249935191584e-05,Kandy Proper,2019-07-11,2019-07-12
0.00017017375007,Kandy Proper,2019-07-12,2019-07-13
0.0001224169308543,Kandy Proper,2019-07-13,2019-07-14
8.956526624236958e-05,Kandy Proper,2019-07-14,2019-07-15
,Kandy Proper,2019-07-15,2019-07-16
4.525880073866283e-05,Kandy Proper,2019-07-16,2019-07-17
,Kandy Proper,2019-07-17,2019-07-18
,Kandy Proper,2019-07-18,2019-07-19
,Kandy Proper,2019-07-19,2019-07-20
,Kandy Proper,2019-07-20,2019-07-21
,Kandy Proper,2019-07-21,2019-07-22
,Kandy Proper,2019-07-22,2019-07-23
4.788897537718524e-05,Kandy Proper,2019-07-23,2019-07-24
2.916065279478861e-06,Kandy Proper,2019-07-24,2019-07-25
,Kandy Proper,2019-07-25,2019-07-26
,Kandy Proper,2019-07-26,2019-07-27
0.0001362995272287,Kandy Proper,2019-07-27,2019-07-28
0.0001410117514989,Kandy Proper,2019-07-28,2019-07-29
0.0001108681239436,Kandy Proper,2019-07-29,2019-07-30
0.0001269736313424,Kandy Proper,2019-07-30,2019-07-31
,Kandy Proper,2019-07-31,2019-08-01
8.450872916320002e-05,Kandy Proper,2019-08-01,2019-08-02
8.556334796594454e-05,Kandy Proper,2019-08-02,2019-08-03
0.0001629133931493,Kandy Proper,2019-08-03,2019-08-04
-6.719856740310691e-05,Kandy Proper,2019-08-04,2019-08-05
1.3728068918731565e-05,Kandy Proper,2019-08-05,2019-08-06
,Kandy Proper,2019-08-06,2019-08-07
,Kandy Proper,2019-08-07,2019-08-08
,Kandy Proper,2019-08-08,2019-08-09
,Kandy Proper,2019-08-09,2019-08-10
,Kandy Proper,2019-08-10,2019-08-11
,Kandy Proper,2019-08-11,2019-08-12
,Kandy Proper,2019-08-12,2019-08-13
,Kandy Proper,2019-08-13,2019-08-14
,Kandy Proper,2019-08-14,2019-08-15
0.0001279531091228,Kandy Proper,2019-08-15,2019-08-16
-0.0001341463357675,Kandy Proper,2019-08-16,2019-08-17
,Kandy Proper,2019-08-17,2019-08-18
5.178013626492114e-06,Kandy Proper,2019-08-18,2019-08-19
7.336094013777636e-05,Kandy Proper,2019-08-19,2019-08-20
9.676125853351091e-05,Kandy Proper,2019-08-20,2019-08-21
,Kandy Proper,2019-08-21,2019-08-22
,Kandy Proper,2019-08-22,2019-08-23
,Kandy Proper,2019-08-23,2019-08-24
-9.744629293521988e-05,Kandy Proper,2019-08-24,2019-08-25
,Kandy Proper,2019-08-25,2019-08-26
,Kandy Proper,2019-08-26,2019-08-27
,Kandy Proper,2019-08-27,2019-08-28
,Kandy Proper,2019-08-28,2019-08-29
0.0001083149991837,Kandy Proper,2019-08-29,2019-08-30
,Kandy Proper,2019-08-30,2019-08-31
-2.726023558352608e-05,Kandy Proper,2019-08-31,2019-09-01
,Kandy Proper,2019-09-01,2019-09-02
0.0001035438698715,Kandy Proper,2019-09-02,2019-09-03
0.00012519500573,Kandy Proper,2019-09-03,2019-09-04
,Kandy Proper,2019-09-04,2019-09-05
,Kandy Proper,2019-09-05,2019-09-06
,Kandy Proper,2019-09-06,2019-09-07
,Kandy Proper,2019-09-07,2019-09-08
0.000130846576187,Kandy Proper,2019-09-08,2019-09-09
6.440015739232515e-05,Kandy Proper,2019-09-09,2019-09-10
-4.490703909183281e-06,Kandy Proper,2019-09-10,2019-09-11
,Kandy Proper,2019-09-11,2019-09-12
3.84899235780461e-05,Kandy Proper,2019-09-12,2019-09-13
5.465373724518264e-05,Kandy Proper,2019-09-13,2019-09-14
2.7055169553569706e-05,Kandy Proper,2019-09-14,2019-09-15
,Kandy Proper,2019-09-15,2019-09-16
,Kandy Proper,2019-09-16,2019-09-17
,Kandy Proper,2019-09-17,2019-09-18
,Kandy Proper,2019-09-18,2019-09-19
,Kandy Proper,2019-09-19,2019-09-20
,Kandy Proper,2019-09-20,2019-09-21
-7.114043515272996e-05,Kandy Proper,2019-09-21,2019-09-22
,Kandy Proper,2019-09-22,2019-09-23
,Kandy Proper,2019-09-23,2019-09-24
,Kandy Proper,2019-09-24,2019-09-25
,Kandy Proper,2019-09-25,2019-09-26
,Kandy Proper,2019-09-26,2019-09-27
0.0003191542431707,Kandy Proper,2019-09-27,2019-09-28
,Kandy Proper,2019-09-28,2019-09-29
0.0001658764883008,Kandy Proper,2019-09-29,2019-09-30
,Kandy Proper,2019-09-30,2019-10-01
-4.6999528422020376e-05,Kandy Proper,2019-10-01,2019-10-02
-1.4826539764421446e-05,Kandy Proper,2019-10-02,2019-10-03
7.27780738171674e-05,Kandy Proper,2019-10-03,2019-10-04
0.0001353517792948,Kandy Proper,2019-10-04,2019-10-05
0.000211714078209,Kandy Proper,2019-10-05,2019-10-06
,Kandy Proper,2019-10-06,2019-10-07
,Kandy Proper,2019-10-07,2019-10-08
0.0002594348285443,Kandy Proper,2019-10-08,2019-10-09
5.5017379612996025e-05,Kandy Proper,2019-10-09,2019-10-10
0.000184300610996,Kandy Proper,2019-10-10,2019-10-11
,Kandy Proper,2019-10-11,2019-10-12
-8.12430155552532e-06,Kandy Proper,2019-10-12,2019-10-13
0.0001683501734359,Kandy Proper,2019-10-13,2019-10-14
6.314259477157411e-05,Kandy Proper,2019-10-14,2019-10-15
7.16713507747282e-05,Kandy Proper,2019-10-15,2019-10-16
,Kandy Proper,2019-10-16,2019-10-17
,Kandy Proper,2019-10-17,2019-10-18
-5.450984014903148e-05,Kandy Proper,2019-10-18,2019-10-19
6.532771676132629e-06,Kandy Proper,2019-10-19,2019-10-20
,Kandy Proper,2019-10-20,2019-10-21
,Kandy Proper,2019-10-21,2019-10-22
,Kandy Proper,2019-10-22,2019-10-23
,Kandy Proper,2019-10-23,2019-10-24
,Kandy Proper,2019-10-24,2019-10-25
0.0001281877837051,Kandy Proper,2019-10-25,2019-10-26
,Kandy Proper,2019-10-26,2019-10-27
,Kandy Proper,2019-10-27,2019-10-28
,Kandy Proper,2019-10-28,2019-10-29
0.000145187879816,Kandy Proper,2019-10-29,2019-10-30
,Kandy Proper,2019-10-30,2019-10-31
0.0001583682460477,Kandy Proper,2019-10-31,2019-11-01
8.03607778339573e-06,Kandy Proper,2019-11-01,2019-11-02
0.0001206702023413,Kandy Proper,2019-11-02,2019-11-03
,Kandy Proper,2019-11-03,2019-11-04
-1.1500492291816045e-05,Kandy Proper,2019-11-04,2019-11-05
0.0001060345932494,Kandy Proper,2019-11-05,2019-11-06
0.0001942600579433,Kandy Proper,2019-11-06,2019-11-07
0.0001218222388384,Kandy Proper,2019-11-07,2019-11-08
0.0001080851276708,Kandy Proper,2019-11-08,2019-11-09
,Kandy Proper,2019-11-09,2019-11-10
,Kandy Proper,2019-11-10,2019-11-11
,Kandy Proper,2019-11-11,2019-11-12
0.0001007815771098,Kandy Proper,2019-11-12,2019-11-13
0.000151877029566,Kandy Proper,2019-11-13,2019-11-14
7.99506458137099e-05,Kandy Proper,2019-11-14,2019-11-15
-6.176820124360381e-06,Kandy Proper,2019-11-15,2019-11-16
,Kandy Proper,2019-11-16,2019-11-17
0.000215708851931,Kandy Proper,2019-11-17,2019-11-18
,Kandy Proper,2019-11-18,2019-11-19
0.0002508715360598,Kandy Proper,2019-11-19,2019-11-20
7.941161537465213e-05,Kandy Proper,2019-11-20,2019-11-21
0.0001318497328563,Kandy Proper,2019-11-21,2019-11-22
,Kandy Proper,2019-11-22,2019-11-23
,Kandy Proper,2019-11-23,2019-11-24
,Kandy Proper,2019-11-24,2019-11-25
,Kandy Proper,2019-11-25,2019-11-26
,Kandy Proper,2019-11-26,2019-11-27
-0.0001788882946129,Kandy Proper,2019-11-27,2019-11-28
,Kandy Proper,2019-11-28,2019-11-29
,Kandy Proper,2019-11-29,2019-11-30
,Kandy Proper,2019-11-30,2019-12-01
,Kandy Proper,2019-12-01,2019-12-02
,Kandy Proper,2019-12-02,2019-12-03
0.0003254878974985,Kandy Proper,2019-12-03,2019-12-04
,Kandy Proper,2019-12-04,2019-12-05
,Kandy Proper,2019-12-05,2019-12-06
0.0001137311099891,Kandy Proper,2019-12-06,2019-12-07
,Kandy Proper,2019-12-07,2019-12-08
4.997236610893405e-05,Kandy Proper,2019-12-08,2019-12-09
,Kandy Proper,2019-12-09,2019-12-10
0.0002581430599093,Kandy Proper,2019-12-10,2019-12-11
8.172313194602926e-06,Kandy Proper,2019-12-11,2019-12-12
0.0001237011535845,Kandy Proper,2019-12-12,2019-12-13
0.000107973238261,Kandy Proper,2019-12-13,2019-12-14
9.175125425502092e-05,Kandy Proper,2019-12-14,2019-12-15
0.0001806210249414,Kandy Proper,2019-12-15,2019-12-16
0.0003312172775622,Kandy Proper,2019-12-16,2019-12-17
,Kandy Proper,2019-12-17,2019-12-18
,Kandy Proper,2019-12-18,2019-12-19
,Kandy Proper,2019-12-19,2019-12-20
,Kandy Proper,2019-12-20,2019-12-21
1.3332796952489262e-05,Kandy Proper,2019-12-21,2019-12-22
,Kandy Proper,2019-12-22,2019-12-23
9.871649939840514e-05,Kandy Proper,2019-12-23,2019-12-24
3.053566210736505e-05,Kandy Proper,2019-12-24,2019-12-25
,Kandy Proper,2019-12-25,2019-12-26
2.923294307019481e-05,Kandy Proper,2019-12-26,2019-12-27
4.874119039013025e-05,Kandy Proper,2019-12-27,2019-12-28
0.0002435742998434,Kandy Proper,2019-12-28,2019-12-29
0.0001683466884456,Kandy Proper,2019-12-29,2019-12-30
0.0001406881091402,Kandy Proper,2019-12-30,2019-12-31
-1.0951929722871224e-05,Kandy Proper,2019-12-31,2020-01-01
7.155854597694045e-05,Kandy Proper,2020-01-01,2020-01-02
3.4902131511479535e-05,Kandy Proper,2020-01-02,2020-01-03
0.0001230119750996,Kandy Proper,2020-01-03,2020-01-04
0.0001648876523788,Kandy Proper,2020-01-04,2020-01-05
0.0001538563380404,Kandy Proper,2020-01-05,2020-01-06
0.0001389952001376,Kandy Proper,2020-01-06,2020-01-07
2.208422988999331e-05,Kandy Proper,2020-01-07,2020-01-08
5.9849775620916735e-06,Kandy Proper,2020-01-08,2020-01-09
0.0001593083649141,Kandy Proper,2020-01-09,2020-01-10
6.494334061404368e-05,Kandy Proper,2020-01-10,2020-01-11
-0.0001014234631775,Kandy Proper,2020-01-11,2020-01-12
8.98590430574081e-05,Kandy Proper,2020-01-12,2020-01-13
0.000255274243036,Kandy Proper,2020-01-13,2020-01-14
7.213411316676246e-05,Kandy Proper,2020-01-14,2020-01-15
6.347479632876642e-06,Kandy Proper,2020-01-15,2020-01-16
-2.5136813295502327e-06,Kandy Proper,2020-01-16,2020-01-17
,Kandy Proper,2020-01-17,2020-01-18
4.245150261323624e-06,Kandy Proper,2020-01-18,2020-01-19
6.611775819286781e-05,Kandy Proper,2020-01-19,2020-01-20
8.156279331884199e-05,Kandy Proper,2020-01-20,2020-01-21
0.00010824260068,Kandy Proper,2020-01-21,2020-01-22
,Kandy Proper,2020-01-22,2020-01-23
1.579852093386877e-05,Kandy Proper,2020-01-23,2020-01-24
2.5639344712949608e-05,Kandy Proper,2020-01-24,2020-01-25
0.0001282278656513,Kandy Proper,2020-01-25,2020-01-26
8.292953115424783e-05,Kandy Proper,2020-01-26,2020-01-27
-1.2934752344508092e-05,Kandy Proper,2020-01-27,2020-01-28
0.000226189160589,Kandy Proper,2020-01-28,2020-01-29
0.0001500660399675,Kandy Proper,2020-01-29,2020-01-30
0.0001993341817876,Kandy Proper,2020-01-30,2020-01-31
0.0002360347703028,Kandy Proper,2020-01-31,2020-02-01
4.147988255400665e-05,Kandy Proper,2020-02-01,2020-02-02
0.0001101811390116,Kandy Proper,2020-02-02,2020-02-03
8.359787684691174e-05,Kandy Proper,2020-02-03,2020-02-04
0.0004700131730993,Kandy Proper,2020-02-04,2020-02-05
3.033703627091292e-05,Kandy Proper,2020-02-05,2020-02-06
0.000478329760477,Kandy Proper,2020-02-06,2020-02-07
0.0001885921593239,Kandy Proper,2020-02-07,2020-02-08
0.000206615412484,Kandy Proper,2020-02-08,2020-02-09
0.0002099230082314,Kandy Proper,2020-02-09,2020-02-10
0.0001012152970348,Kandy Proper,2020-02-10,2020-02-11
0.0001661103129684,Kandy Proper,2020-02-11,2020-02-12
,Kandy Proper,2020-02-12,2020-02-13
7.985907723195851e-05,Kandy Proper,2020-02-13,2020-02-14
2.80674982805179e-05,Kandy Proper,2020-02-14,2020-02-15
2.8557976474641303e-05,Kandy Proper,2020-02-15,2020-02-16
5.939227088696713e-05,Kandy Proper,2020-02-16,2020-02-17
-2.991632775418153e-05,Kandy Proper,2020-02-17,2020-02-18
8.477630699895465e-05,Kandy Proper,2020-02-18,2020-02-19
8.624971456350402e-05,Kandy Proper,2020-02-19,2020-02-20
0.0001091362161538,Kandy Proper,2020-02-20,2020-02-21
9.951467357187598e-05,Kandy Proper,2020-02-21,2020-02-22
,Kandy Proper,2020-02-22,2020-02-23
,Kandy Proper,2020-02-23,2020-02-24
7.92462013230872e-05,Kandy Proper,2020-02-24,2020-02-25
2.852183108554632e-05,Kandy Proper,2020-02-25,2020-02-26
3.690094368802118e-05,Kandy Proper,2020-02-26,2020-02-27
8.417925604034724e-05,Kandy Proper,2020-02-27,2020-02-28
0.0001106094642567,Kandy Proper,2020-02-28,2020-02-29
0.000127749831884,Kandy Proper,2020-02-29,2020-03-01
2.282981443920495e-05,Kandy Proper,2020-03-01,2020-03-02
0.0002515676940223,Kandy Proper,2020-03-02,2020-03-03
0.0002509742155915,Kandy Proper,2020-03-03,2020-03-04
0.0001648506277572,Kandy Proper,2020-03-04,2020-03-05
0.0004000880421565,Kandy Proper,2020-03-05,2020-03-06
0.0004092769502866,Kandy Proper,2020-03-06,2020-03-07
0.0002437990954255,Kandy Proper,2020-03-07,2020-03-08
0.000121599683705,Kandy Proper,2020-03-08,2020-03-09
9.108401704156445e-05,Kandy Proper,2020-03-09,2020-03-10
0.0001796623974317,Kandy Proper,2020-03-10,2020-03-11
0.0001286283394897,Kandy Proper,2020-03-11,2020-03-12
0.0001727288425821,Kandy Proper,2020-03-12,2020-03-13
0.0002123434847794,Kandy Proper,2020-03-13,2020-03-14
0.0002990524133461,Kandy Proper,2020-03-14,2020-03-15
8.707282150456954e-05,Kandy Proper,2020-03-15,2020-03-16
7.012736708837104e-05,Kandy Proper,2020-03-16,2020-03-17
,Kandy Proper,2020-03-17,2020-03-18
,Kandy Proper,2020-03-18,2020-03-19
0.0001224288796003,Kandy Proper,2020-03-19,2020-03-20
7.542810292997175e-05,Kandy Proper,2020-03-20,2020-03-21
0.0002530440598434,Kandy Proper,2020-03-21,2020-03-22
0.0001270776035311,Kandy Proper,2020-03-22,2020-03-23
0.000183833879955,Kandy Proper,2020-03-23,2020-03-24
7.428871762571976e-05,Kandy Proper,2020-03-24,2020-03-25
0.0001623573528554,Kandy Proper,2020-03-25,2020-03-26
0.0003002433353036,Kandy Proper,2020-03-26,2020-03-27
0.000127765218398,Kandy Proper,2020-03-27,2020-03-28
0.0001197896427536,Kandy Proper,2020-03-28,2020-03-29
0.0002912754796542,Kandy Proper,2020-03-29,2020-03-30
5.84370020313593e-05,Kandy Proper,2020-03-30,2020-03-31
0.0001321798643605,Kandy Proper,2020-03-31,2020-04-01
0.0002143646010247,Kandy Proper,2020-04-01,2020-04-02
0.000204200793442,Kandy Proper,2020-04-02,2020-04-03
0.0002238080474567,Kandy Proper,2020-04-03,2020-04-04
0.0002362266484168,Kandy Proper,2020-04-04,2020-04-05
0.0001707266449636,Kandy Proper,2020-04-05,2020-04-06
0.0002627602403354,Kandy Proper,2020-04-06,2020-04-07
0.0001451442359196,Kandy Proper,2020-04-07,2020-04-08
0.0003232150559895,Kandy Proper,2020-04-08,2020-04-09
,Kandy Proper,2020-04-09,2020-04-10
0.0002589800087883,Kandy Proper,2020-04-10,2020-04-11
0.0001375786567285,Kandy Proper,2020-04-11,2020-04-12
6.81672975406137e-05,Kandy Proper,2020-04-12,2020-04-13
6.484950670100219e-05,Kandy Proper,2020-04-13,2020-04-14
8.754926922942671e-05,Kandy Proper,2020-04-14,2020-04-15
0.0001330184937399,Kandy Proper,2020-04-15,2020-04-16
,Kandy Proper,2020-04-16,2020-04-17
,Kandy Proper,2020-04-17,2020-04-18
0.0001339216220938,Kandy Proper,2020-04-18,2020-04-19
-4.14074375485672e-05,Kandy Proper,2020-04-19,2020-04-20
6.943667528661855e-05,Kandy Proper,2020-04-20,2020-04-21
7.61536238488355e-05,Kandy Proper,2020-04-21,2020-04-22
,Kandy Proper,2020-04-22,2020-04-23
0.0002263021462848,Kandy Proper,2020-04-23,2020-04-24
