HCHO Reading,Current Date,Next Date,Location
0.0001093271878134,2019-04-28,2019-04-29,Nuwara Eliya Proper
9.712617626235426e-05,2019-04-29,2019-04-30,Nuwara Eliya Proper
9.711409544507211e-05,2019-04-30,2019-05-01,Nuwara Eliya Proper
0.0001203378887073,2019-05-01,2019-05-02,Nuwara Eliya Proper
0.0001336923031109,2019-05-02,2019-05-03,Nuwara Eliya Proper
9.707785299322569e-05,2019-05-03,2019-05-04,Nuwara Eliya Proper
7.002533500214887e-05,2019-05-04,2019-05-05,Nuwara Eliya Proper
4.388346007494007e-05,2019-05-05,2019-05-06,Nuwara Eliya Proper
0.0001055412390811,2019-05-06,2019-05-07,Nuwara Eliya Proper
0.0001036462577021,2019-05-07,2019-05-08,Nuwara Eliya Proper
5.81859056799875e-05,2019-05-08,2019-05-09,Nuwara Eliya Proper
0.0002151863254373,2019-05-09,2019-05-10,Nuwara Eliya Proper
0.0001520700378357,2019-05-10,2019-05-11,Nuwara Eliya Proper
8.896596670445717e-05,2019-05-11,2019-05-12,Nuwara Eliya Proper
9.696912563768641e-05,2019-05-12,2019-05-13,Nuwara Eliya Proper
9.695704482040426e-05,2019-05-13,2019-05-14,Nuwara Eliya Proper
0.0002790974952239,2019-05-14,2019-05-15,Nuwara Eliya Proper
0.0002221362230624,2019-05-15,2019-05-16,Nuwara Eliya Proper
0.0001343666372122,2019-05-16,2019-05-17,Nuwara Eliya Proper
9.69087215512757e-05,2019-05-17,2019-05-18,Nuwara Eliya Proper
9.689664073399355e-05,2019-05-18,2019-05-19,Nuwara Eliya Proper
0.0002702439378481,2019-05-19,2019-05-20,Nuwara Eliya Proper
8.031848961353504e-05,2019-05-20,2019-05-21,Nuwara Eliya Proper
0.0001222873862844,2019-05-21,2019-05-22,Nuwara Eliya Proper
9.684831746486499e-05,2019-05-22,2019-05-23,Nuwara Eliya Proper
9.683623664758284e-05,2019-05-23,2019-05-24,Nuwara Eliya Proper
9.68241558303007e-05,2019-05-24,2019-05-25,Nuwara Eliya Proper
-5.063913101987346e-05,2019-05-25,2019-05-26,Nuwara Eliya Proper
3.6341561558326346e-05,2019-05-26,2019-05-27,Nuwara Eliya Proper
0.0001195644109596,2019-05-27,2019-05-28,Nuwara Eliya Proper
9.84078342114136e-05,2019-05-28,2019-05-29,Nuwara Eliya Proper
0.0001370126083911,2019-05-29,2019-05-30,Nuwara Eliya Proper
5.092769901518664e-05,2019-05-30,2019-05-31,Nuwara Eliya Proper
0.0003009155267739,2019-05-31,2019-06-01,Nuwara Eliya Proper
5.587982157832464e-05,2019-06-01,2019-06-02,Nuwara Eliya Proper
3.772535689224513e-05,2019-06-02,2019-06-03,Nuwara Eliya Proper
-1.7709887699493803e-05,2019-06-03,2019-06-04,Nuwara Eliya Proper
9.669126684019713e-05,2019-06-04,2019-06-05,Nuwara Eliya Proper
9.6679186022915e-05,2019-06-05,2019-06-06,Nuwara Eliya Proper
-7.581763929920271e-05,2019-06-06,2019-06-07,Nuwara Eliya Proper
9.66550243883507e-05,2019-06-07,2019-06-08,Nuwara Eliya Proper
9.664294357106856e-05,2019-06-08,2019-06-09,Nuwara Eliya Proper
0.0001042950827648,2019-06-09,2019-06-10,Nuwara Eliya Proper
9.661878193650428e-05,2019-06-10,2019-06-11,Nuwara Eliya Proper
8.858704770824554e-05,2019-06-11,2019-06-12,Nuwara Eliya Proper
-1.5747418729006313e-05,2019-06-12,2019-06-13,Nuwara Eliya Proper
0.0001989688025787,2019-06-13,2019-06-14,Nuwara Eliya Proper
9.65704586673757e-05,2019-06-14,2019-06-15,Nuwara Eliya Proper
6.074488532642667e-05,2019-06-15,2019-06-16,Nuwara Eliya Proper
0.000101215088715,2019-06-16,2019-06-17,Nuwara Eliya Proper
8.275653874941797e-05,2019-06-17,2019-06-18,Nuwara Eliya Proper
8.291602308825832e-06,2019-06-18,2019-06-19,Nuwara Eliya Proper
4.317640515599125e-05,2019-06-19,2019-06-20,Nuwara Eliya Proper
9.229919803482012e-05,2019-06-20,2019-06-21,Nuwara Eliya Proper
9.648589294640071e-05,2019-06-21,2019-06-22,Nuwara Eliya Proper
0.0001479365913374,2019-06-22,2019-06-23,Nuwara Eliya Proper
6.17899931725921e-05,2019-06-23,2019-06-24,Nuwara Eliya Proper
9.644965049455428e-05,2019-06-24,2019-06-25,Nuwara Eliya Proper
9.643756967727214e-05,2019-06-25,2019-06-26,Nuwara Eliya Proper
0.0001348028330007,2019-06-26,2019-06-27,Nuwara Eliya Proper
8.074711312637191e-05,2019-06-27,2019-06-28,Nuwara Eliya Proper
0.0001259997361788,2019-06-28,2019-06-29,Nuwara Eliya Proper
0.0001105386966815,2019-06-29,2019-06-30,Nuwara Eliya Proper
0.0001086163531717,2019-06-30,2019-07-01,Nuwara Eliya Proper
5.762188204561666e-05,2019-07-01,2019-07-02,Nuwara Eliya Proper
0.0001623492259486,2019-07-02,2019-07-03,Nuwara Eliya Proper
0.0001738523006491,2019-07-03,2019-07-04,Nuwara Eliya Proper
-1.9064508329208183e-05,2019-07-04,2019-07-05,Nuwara Eliya Proper
0.0001177761070948,2019-07-05,2019-07-06,Nuwara Eliya Proper
0.0001369265480897,2019-07-06,2019-07-07,Nuwara Eliya Proper
0.0001863186505513,2019-07-07,2019-07-08,Nuwara Eliya Proper
0.00024779655935,2019-07-08,2019-07-09,Nuwara Eliya Proper
9.626843823532214e-05,2019-07-09,2019-07-10,Nuwara Eliya Proper
9.625635741804001e-05,2019-07-10,2019-07-11,Nuwara Eliya Proper
0.0001292302443306,2019-07-11,2019-07-12,Nuwara Eliya Proper
0.0001169642800239,2019-07-12,2019-07-13,Nuwara Eliya Proper
9.622011496619357e-05,2019-07-13,2019-07-14,Nuwara Eliya Proper
9.620803414891144e-05,2019-07-14,2019-07-15,Nuwara Eliya Proper
9.619595333162929e-05,2019-07-15,2019-07-16,Nuwara Eliya Proper
5.911798409791456e-05,2019-07-16,2019-07-17,Nuwara Eliya Proper
3.329885377230573e-05,2019-07-17,2019-07-18,Nuwara Eliya Proper
9.615971087978287e-05,2019-07-18,2019-07-19,Nuwara Eliya Proper
9.614763006250072e-05,2019-07-19,2019-07-20,Nuwara Eliya Proper
9.613554924521859e-05,2019-07-20,2019-07-21,Nuwara Eliya Proper
9.612346842793644e-05,2019-07-21,2019-07-22,Nuwara Eliya Proper
9.61113876106543e-05,2019-07-22,2019-07-23,Nuwara Eliya Proper
9.433908685854995e-05,2019-07-23,2019-07-24,Nuwara Eliya Proper
0.0001659327228923,2019-07-24,2019-07-25,Nuwara Eliya Proper
9.607514515880787e-05,2019-07-25,2019-07-26,Nuwara Eliya Proper
0.0001184712242621,2019-07-26,2019-07-27,Nuwara Eliya Proper
0.0001114548395224,2019-07-27,2019-07-28,Nuwara Eliya Proper
4.187517193366405e-05,2019-07-28,2019-07-29,Nuwara Eliya Proper
0.0001617242205137,2019-07-29,2019-07-30,Nuwara Eliya Proper
0.0001080114271866,2019-07-30,2019-07-31,Nuwara Eliya Proper
7.751671709410368e-05,2019-07-31,2019-08-01,Nuwara Eliya Proper
0.0001329736920653,2019-08-01,2019-08-02,Nuwara Eliya Proper
9.597849862055073e-05,2019-08-02,2019-08-03,Nuwara Eliya Proper
5.651169903300146e-05,2019-08-03,2019-08-04,Nuwara Eliya Proper
-4.559879989678232e-05,2019-08-04,2019-08-05,Nuwara Eliya Proper
-3.059205259604564e-05,2019-08-05,2019-08-06,Nuwara Eliya Proper
-6.108415254857391e-05,2019-08-06,2019-08-07,Nuwara Eliya Proper
9.591809453414002e-05,2019-08-07,2019-08-08,Nuwara Eliya Proper
9.590601371685788e-05,2019-08-08,2019-08-09,Nuwara Eliya Proper
9.589393289957573e-05,2019-08-09,2019-08-10,Nuwara Eliya Proper
9.58818520822936e-05,2019-08-10,2019-08-11,Nuwara Eliya Proper
9.586977126501145e-05,2019-08-11,2019-08-12,Nuwara Eliya Proper
9.58576904477293e-05,2019-08-12,2019-08-13,Nuwara Eliya Proper
9.584560963044716e-05,2019-08-13,2019-08-14,Nuwara Eliya Proper
9.583352881316503e-05,2019-08-14,2019-08-15,Nuwara Eliya Proper
9.582144799588288e-05,2019-08-15,2019-08-16,Nuwara Eliya Proper
9.580936717860073e-05,2019-08-16,2019-08-17,Nuwara Eliya Proper
9.57972863613186e-05,2019-08-17,2019-08-18,Nuwara Eliya Proper
3.799505288802035e-05,2019-08-18,2019-08-19,Nuwara Eliya Proper
9.577312472675431e-05,2019-08-19,2019-08-20,Nuwara Eliya Proper
9.576104390947216e-05,2019-08-20,2019-08-21,Nuwara Eliya Proper
9.574896309219003e-05,2019-08-21,2019-08-22,Nuwara Eliya Proper
9.573688227490788e-05,2019-08-22,2019-08-23,Nuwara Eliya Proper
9.572480145762574e-05,2019-08-23,2019-08-24,Nuwara Eliya Proper
-3.316495323904968e-05,2019-08-24,2019-08-25,Nuwara Eliya Proper
9.570063982306146e-05,2019-08-25,2019-08-26,Nuwara Eliya Proper
9.568855900577931e-05,2019-08-26,2019-08-27,Nuwara Eliya Proper
-4.956128894219332e-06,2019-08-27,2019-08-28,Nuwara Eliya Proper
9.566439737121503e-05,2019-08-28,2019-08-29,Nuwara Eliya Proper
9.565231655393289e-05,2019-08-29,2019-08-30,Nuwara Eliya Proper
2.82110260500617e-05,2019-08-30,2019-08-31,Nuwara Eliya Proper
9.445839367563298e-05,2019-08-31,2019-09-01,Nuwara Eliya Proper
9.561607410208646e-05,2019-09-01,2019-09-02,Nuwara Eliya Proper
8.64964669904217e-05,2019-09-02,2019-09-03,Nuwara Eliya Proper
3.3414233799745706e-05,2019-09-03,2019-09-04,Nuwara Eliya Proper
0.000116729877908,2019-09-04,2019-09-05,Nuwara Eliya Proper
9.556775083295789e-05,2019-09-05,2019-09-06,Nuwara Eliya Proper
9.555567001567574e-05,2019-09-06,2019-09-07,Nuwara Eliya Proper
4.987681369842603e-05,2019-09-07,2019-09-08,Nuwara Eliya Proper
0.0002593871115593,2019-09-08,2019-09-09,Nuwara Eliya Proper
8.982164139944275e-05,2019-09-09,2019-09-10,Nuwara Eliya Proper
9.550734674654717e-05,2019-09-10,2019-09-11,Nuwara Eliya Proper
9.549526592926504e-05,2019-09-11,2019-09-12,Nuwara Eliya Proper
9.548318511198289e-05,2019-09-12,2019-09-13,Nuwara Eliya Proper
9.547110429470075e-05,2019-09-13,2019-09-14,Nuwara Eliya Proper
9.545902347741861e-05,2019-09-14,2019-09-15,Nuwara Eliya Proper
9.544694266013647e-05,2019-09-15,2019-09-16,Nuwara Eliya Proper
9.543486184285432e-05,2019-09-16,2019-09-17,Nuwara Eliya Proper
9.542278102557219e-05,2019-09-17,2019-09-18,Nuwara Eliya Proper
3.6572593671735376e-05,2019-09-18,2019-09-19,Nuwara Eliya Proper
9.53986193910079e-05,2019-09-19,2019-09-20,Nuwara Eliya Proper
9.538653857372575e-05,2019-09-20,2019-09-21,Nuwara Eliya Proper
4.00684436684202e-05,2019-09-21,2019-09-22,Nuwara Eliya Proper
9.536237693916147e-05,2019-09-22,2019-09-23,Nuwara Eliya Proper
9.535029612187932e-05,2019-09-23,2019-09-24,Nuwara Eliya Proper
9.533821530459719e-05,2019-09-24,2019-09-25,Nuwara Eliya Proper
9.532613448731504e-05,2019-09-25,2019-09-26,Nuwara Eliya Proper
9.53140536700329e-05,2019-09-26,2019-09-27,Nuwara Eliya Proper
9.530197285275075e-05,2019-09-27,2019-09-28,Nuwara Eliya Proper
9.528989203546862e-05,2019-09-28,2019-09-29,Nuwara Eliya Proper
9.527781121818647e-05,2019-09-29,2019-09-30,Nuwara Eliya Proper
9.526573040090433e-05,2019-09-30,2019-10-01,Nuwara Eliya Proper
0.0001037214939681,2019-10-01,2019-10-02,Nuwara Eliya Proper
-3.025854347757612e-05,2019-10-02,2019-10-03,Nuwara Eliya Proper
9.52294879490579e-05,2019-10-03,2019-10-04,Nuwara Eliya Proper
9.521740713177575e-05,2019-10-04,2019-10-05,Nuwara Eliya Proper
9.520532631449362e-05,2019-10-05,2019-10-06,Nuwara Eliya Proper
9.519324549721148e-05,2019-10-06,2019-10-07,Nuwara Eliya Proper
9.518116467992933e-05,2019-10-07,2019-10-08,Nuwara Eliya Proper
9.51690838626472e-05,2019-10-08,2019-10-09,Nuwara Eliya Proper
9.515700304536505e-05,2019-10-09,2019-10-10,Nuwara Eliya Proper
9.51449222280829e-05,2019-10-10,2019-10-11,Nuwara Eliya Proper
9.513284141080076e-05,2019-10-11,2019-10-12,Nuwara Eliya Proper
9.512076059351863e-05,2019-10-12,2019-10-13,Nuwara Eliya Proper
9.510867977623648e-05,2019-10-13,2019-10-14,Nuwara Eliya Proper
2.680059781088767e-05,2019-10-14,2019-10-15,Nuwara Eliya Proper
9.50845181416722e-05,2019-10-15,2019-10-16,Nuwara Eliya Proper
8.089742914307863e-05,2019-10-16,2019-10-17,Nuwara Eliya Proper
9.506035650710791e-05,2019-10-17,2019-10-18,Nuwara Eliya Proper
9.504827568982576e-05,2019-10-18,2019-10-19,Nuwara Eliya Proper
9.503619487254363e-05,2019-10-19,2019-10-20,Nuwara Eliya Proper
9.502411405526148e-05,2019-10-20,2019-10-21,Nuwara Eliya Proper
9.501203323797934e-05,2019-10-21,2019-10-22,Nuwara Eliya Proper
9.49999524206972e-05,2019-10-22,2019-10-23,Nuwara Eliya Proper
0.0002144734025932,2019-10-23,2019-10-24,Nuwara Eliya Proper
9.497579078613291e-05,2019-10-24,2019-10-25,Nuwara Eliya Proper
9.496370996885076e-05,2019-10-25,2019-10-26,Nuwara Eliya Proper
9.495162915156863e-05,2019-10-26,2019-10-27,Nuwara Eliya Proper
9.493954833428649e-05,2019-10-27,2019-10-28,Nuwara Eliya Proper
9.492746751700434e-05,2019-10-28,2019-10-29,Nuwara Eliya Proper
9.49153866997222e-05,2019-10-29,2019-10-30,Nuwara Eliya Proper
9.490330588244006e-05,2019-10-30,2019-10-31,Nuwara Eliya Proper
9.489122506515791e-05,2019-10-31,2019-11-01,Nuwara Eliya Proper
0.0001060299718198,2019-11-01,2019-11-02,Nuwara Eliya Proper
9.486706343059363e-05,2019-11-02,2019-11-03,Nuwara Eliya Proper
9.485498261331149e-05,2019-11-03,2019-11-04,Nuwara Eliya Proper
9.484290179602934e-05,2019-11-04,2019-11-05,Nuwara Eliya Proper
-1.447438194190909e-06,2019-11-05,2019-11-06,Nuwara Eliya Proper
0.0001197492585854,2019-11-06,2019-11-07,Nuwara Eliya Proper
0.0002019448987158,2019-11-07,2019-11-08,Nuwara Eliya Proper
0.0001875744093177,2019-11-08,2019-11-09,Nuwara Eliya Proper
9.478249770961864e-05,2019-11-09,2019-11-10,Nuwara Eliya Proper
9.477041689233649e-05,2019-11-10,2019-11-11,Nuwara Eliya Proper
9.475833607505434e-05,2019-11-11,2019-11-12,Nuwara Eliya Proper
0.0001796965460638,2019-11-12,2019-11-13,Nuwara Eliya Proper
4.990433807850961e-05,2019-11-13,2019-11-14,Nuwara Eliya Proper
1.0639170243363802e-05,2019-11-14,2019-11-15,Nuwara Eliya Proper
9.471001280592577e-05,2019-11-15,2019-11-16,Nuwara Eliya Proper
9.469793198864364e-05,2019-11-16,2019-11-17,Nuwara Eliya Proper
-1.8410832318863548e-05,2019-11-17,2019-11-18,Nuwara Eliya Proper
0.0001715080615397,2019-11-18,2019-11-19,Nuwara Eliya Proper
9.466168953679722e-05,2019-11-19,2019-11-20,Nuwara Eliya Proper
9.464960871951507e-05,2019-11-20,2019-11-21,Nuwara Eliya Proper
9.463752790223292e-05,2019-11-21,2019-11-22,Nuwara Eliya Proper
9.462544708495078e-05,2019-11-22,2019-11-23,Nuwara Eliya Proper
9.461336626766864e-05,2019-11-23,2019-11-24,Nuwara Eliya Proper
9.46012854503865e-05,2019-11-24,2019-11-25,Nuwara Eliya Proper
9.458920463310435e-05,2019-11-25,2019-11-26,Nuwara Eliya Proper
9.457712381582222e-05,2019-11-26,2019-11-27,Nuwara Eliya Proper
9.456504299854007e-05,2019-11-27,2019-11-28,Nuwara Eliya Proper
9.455296218125793e-05,2019-11-28,2019-11-29,Nuwara Eliya Proper
9.454088136397578e-05,2019-11-29,2019-11-30,Nuwara Eliya Proper
9.452880054669365e-05,2019-11-30,2019-12-01,Nuwara Eliya Proper
9.45167197294115e-05,2019-12-01,2019-12-02,Nuwara Eliya Proper
9.450463891212935e-05,2019-12-02,2019-12-03,Nuwara Eliya Proper
9.449255809484722e-05,2019-12-03,2019-12-04,Nuwara Eliya Proper
9.448047727756508e-05,2019-12-04,2019-12-05,Nuwara Eliya Proper
9.446839646028293e-05,2019-12-05,2019-12-06,Nuwara Eliya Proper
6.060121733358272e-05,2019-12-06,2019-12-07,Nuwara Eliya Proper
9.444423482571865e-05,2019-12-07,2019-12-08,Nuwara Eliya Proper
9.44321540084365e-05,2019-12-08,2019-12-09,Nuwara Eliya Proper
9.442007319115436e-05,2019-12-09,2019-12-10,Nuwara Eliya Proper
9.440799237387222e-05,2019-12-10,2019-12-11,Nuwara Eliya Proper
9.439591155659008e-05,2019-12-11,2019-12-12,Nuwara Eliya Proper
5.144756876329371e-05,2019-12-12,2019-12-13,Nuwara Eliya Proper
-2.2457160532429955e-05,2019-12-13,2019-12-14,Nuwara Eliya Proper
1.5113010024269242e-05,2019-12-14,2019-12-15,Nuwara Eliya Proper
-3.045346083610229e-07,2019-12-15,2019-12-16,Nuwara Eliya Proper
0.0002059300168184,2019-12-16,2019-12-17,Nuwara Eliya Proper
9.432342665289723e-05,2019-12-17,2019-12-18,Nuwara Eliya Proper
9.431134583561508e-05,2019-12-18,2019-12-19,Nuwara Eliya Proper
9.429926501833293e-05,2019-12-19,2019-12-20,Nuwara Eliya Proper
9.428718420105079e-05,2019-12-20,2019-12-21,Nuwara Eliya Proper
9.427510338376866e-05,2019-12-21,2019-12-22,Nuwara Eliya Proper
9.426302256648651e-05,2019-12-22,2019-12-23,Nuwara Eliya Proper
2.4497794584021904e-05,2019-12-23,2019-12-24,Nuwara Eliya Proper
5.2385187031481246e-06,2019-12-24,2019-12-25,Nuwara Eliya Proper
-4.433234016269177e-05,2019-12-25,2019-12-26,Nuwara Eliya Proper
8.490988554769745e-05,2019-12-26,2019-12-27,Nuwara Eliya Proper
9.42026184800758e-05,2019-12-27,2019-12-28,Nuwara Eliya Proper
5.037097735972281e-05,2019-12-28,2019-12-29,Nuwara Eliya Proper
0.0001936077267456,2019-12-29,2019-12-30,Nuwara Eliya Proper
2.837138933940408e-05,2019-12-30,2019-12-31,Nuwara Eliya Proper
1.8020774742708853e-05,2019-12-31,2020-01-01,Nuwara Eliya Proper
9.414221439366509e-05,2020-01-01,2020-01-02,Nuwara Eliya Proper
9.413013357638294e-05,2020-01-02,2020-01-03,Nuwara Eliya Proper
7.971946523881809e-05,2020-01-03,2020-01-04,Nuwara Eliya Proper
0.0002221059548901,2020-01-04,2020-01-05,Nuwara Eliya Proper
0.0001159583617149,2020-01-05,2020-01-06,Nuwara Eliya Proper
