HCHO Reading,Location,Current Date,Next Date
,Nuwara Eliya Proper,2019-03-03,2019-03-04
,Nuwara Eliya Proper,2019-03-04,2019-03-05
0.0001477264081287,Nuwara Eliya Proper,2019-03-05,2019-03-06
6.384192250393643e-05,Nuwara Eliya Proper,2019-03-06,2019-03-07
0.0001673222246266,Nuwara Eliya Proper,2019-03-07,2019-03-08
8.084443465562647e-05,Nuwara Eliya Proper,2019-03-08,2019-03-09
,Nuwara Eliya Proper,2019-03-09,2019-03-10
6.543632959168698e-05,Nuwara Eliya Proper,2019-03-10,2019-03-11
6.152930957380892e-05,Nuwara Eliya Proper,2019-03-11,2019-03-12
0.0002626515739848,Nuwara Eliya Proper,2019-03-12,2019-03-13
,Nuwara Eliya Proper,2019-03-13,2019-03-14
9.745691103711994e-05,Nuwara Eliya Proper,2019-03-14,2019-03-15
0.0001547611296419,Nuwara Eliya Proper,2019-03-15,2019-03-16
0.0001265224542416,Nuwara Eliya Proper,2019-03-16,2019-03-17
,Nuwara Eliya Proper,2019-03-17,2019-03-18
,Nuwara Eliya Proper,2019-03-18,2019-03-19
3.81896059352209e-05,Nuwara Eliya Proper,2019-03-19,2019-03-20
-4.17166297978817e-06,Nuwara Eliya Proper,2019-03-20,2019-03-21
,Nuwara Eliya Proper,2019-03-21,2019-03-22
6.845485111101992e-05,Nuwara Eliya Proper,2019-03-22,2019-03-23
0.0001184572953092,Nuwara Eliya Proper,2019-03-23,2019-03-24
0.0002337061979083,Nuwara Eliya Proper,2019-03-24,2019-03-25
5.820339193343703e-05,Nuwara Eliya Proper,2019-03-25,2019-03-26
8.722993536189284e-05,Nuwara Eliya Proper,2019-03-26,2019-03-27
9.746027246583777e-05,Nuwara Eliya Proper,2019-03-27,2019-03-28
0.0001692817181159,Nuwara Eliya Proper,2019-03-28,2019-03-29
0.0001940701991971,Nuwara Eliya Proper,2019-03-29,2019-03-30
0.000199954111486,Nuwara Eliya Proper,2019-03-30,2019-03-31
0.0001030857769564,Nuwara Eliya Proper,2019-03-31,2019-04-01
0.0001345494559591,Nuwara Eliya Proper,2019-04-01,2019-04-02
0.000144982511753,Nuwara Eliya Proper,2019-04-02,2019-04-03
0.0001425276102801,Nuwara Eliya Proper,2019-04-03,2019-04-04
0.0001196842667319,Nuwara Eliya Proper,2019-04-04,2019-04-05
,Nuwara Eliya Proper,2019-04-05,2019-04-06
0.0001029167153844,Nuwara Eliya Proper,2019-04-06,2019-04-07
,Nuwara Eliya Proper,2019-04-07,2019-04-08
6.757815417269227e-05,Nuwara Eliya Proper,2019-04-08,2019-04-09
,Nuwara Eliya Proper,2019-04-09,2019-04-10
,Nuwara Eliya Proper,2019-04-10,2019-04-11
-3.0204162612790245e-05,Nuwara Eliya Proper,2019-04-11,2019-04-12
0.0001408357462238,Nuwara Eliya Proper,2019-04-12,2019-04-13
0.0001905907485365,Nuwara Eliya Proper,2019-04-13,2019-04-14
,Nuwara Eliya Proper,2019-04-14,2019-04-15
,Nuwara Eliya Proper,2019-04-15,2019-04-16
,Nuwara Eliya Proper,2019-04-16,2019-04-17
,Nuwara Eliya Proper,2019-04-17,2019-04-18
,Nuwara Eliya Proper,2019-04-18,2019-04-19
-5.74071960045633e-05,Nuwara Eliya Proper,2019-04-19,2019-04-20
,Nuwara Eliya Proper,2019-04-20,2019-04-21
,Nuwara Eliya Proper,2019-04-21,2019-04-22
0.0001024999823835,Nuwara Eliya Proper,2019-04-22,2019-04-23
0.0001742585006953,Nuwara Eliya Proper,2019-04-23,2019-04-24
0.0002955116204609,Nuwara Eliya Proper,2019-04-24,2019-04-25
-4.44070437953798e-05,Nuwara Eliya Proper,2019-04-25,2019-04-26
7.111501928962651e-05,Nuwara Eliya Proper,2019-04-26,2019-04-27
,Nuwara Eliya Proper,2019-04-27,2019-04-28
0.0001093271878134,Nuwara Eliya Proper,2019-04-28,2019-04-29
,Nuwara Eliya Proper,2019-04-29,2019-04-30
,Nuwara Eliya Proper,2019-04-30,2019-05-01
0.0001203378887073,Nuwara Eliya Proper,2019-05-01,2019-05-02
0.0001336923031109,Nuwara Eliya Proper,2019-05-02,2019-05-03
,Nuwara Eliya Proper,2019-05-03,2019-05-04
7.002533500214887e-05,Nuwara Eliya Proper,2019-05-04,2019-05-05
4.388346007494007e-05,Nuwara Eliya Proper,2019-05-05,2019-05-06
0.0001055412390811,Nuwara Eliya Proper,2019-05-06,2019-05-07
0.0001036462577021,Nuwara Eliya Proper,2019-05-07,2019-05-08
5.81859056799875e-05,Nuwara Eliya Proper,2019-05-08,2019-05-09
0.0002151863254373,Nuwara Eliya Proper,2019-05-09,2019-05-10
0.0001520700378357,Nuwara Eliya Proper,2019-05-10,2019-05-11
8.896596670445717e-05,Nuwara Eliya Proper,2019-05-11,2019-05-12
,Nuwara Eliya Proper,2019-05-12,2019-05-13
,Nuwara Eliya Proper,2019-05-13,2019-05-14
0.0002790974952239,Nuwara Eliya Proper,2019-05-14,2019-05-15
0.0002221362230624,Nuwara Eliya Proper,2019-05-15,2019-05-16
0.0001343666372122,Nuwara Eliya Proper,2019-05-16,2019-05-17
,Nuwara Eliya Proper,2019-05-17,2019-05-18
,Nuwara Eliya Proper,2019-05-18,2019-05-19
0.0002702439378481,Nuwara Eliya Proper,2019-05-19,2019-05-20
8.031848961353504e-05,Nuwara Eliya Proper,2019-05-20,2019-05-21
0.0001222873862844,Nuwara Eliya Proper,2019-05-21,2019-05-22
,Nuwara Eliya Proper,2019-05-22,2019-05-23
,Nuwara Eliya Proper,2019-05-23,2019-05-24
,Nuwara Eliya Proper,2019-05-24,2019-05-25
-5.063913101987346e-05,Nuwara Eliya Proper,2019-05-25,2019-05-26
3.6341561558326346e-05,Nuwara Eliya Proper,2019-05-26,2019-05-27
0.0001195644109596,Nuwara Eliya Proper,2019-05-27,2019-05-28
9.84078342114136e-05,Nuwara Eliya Proper,2019-05-28,2019-05-29
0.0001370126083911,Nuwara Eliya Proper,2019-05-29,2019-05-30
5.092769901518664e-05,Nuwara Eliya Proper,2019-05-30,2019-05-31
0.0003009155267739,Nuwara Eliya Proper,2019-05-31,2019-06-01
5.587982157832464e-05,Nuwara Eliya Proper,2019-06-01,2019-06-02
3.772535689224513e-05,Nuwara Eliya Proper,2019-06-02,2019-06-03
-1.7709887699493803e-05,Nuwara Eliya Proper,2019-06-03,2019-06-04
,Nuwara Eliya Proper,2019-06-04,2019-06-05
,Nuwara Eliya Proper,2019-06-05,2019-06-06
-7.581763929920271e-05,Nuwara Eliya Proper,2019-06-06,2019-06-07
,Nuwara Eliya Proper,2019-06-07,2019-06-08
,Nuwara Eliya Proper,2019-06-08,2019-06-09
0.0001042950827648,Nuwara Eliya Proper,2019-06-09,2019-06-10
,Nuwara Eliya Proper,2019-06-10,2019-06-11
8.858704770824554e-05,Nuwara Eliya Proper,2019-06-11,2019-06-12
-1.5747418729006313e-05,Nuwara Eliya Proper,2019-06-12,2019-06-13
0.0001989688025787,Nuwara Eliya Proper,2019-06-13,2019-06-14
,Nuwara Eliya Proper,2019-06-14,2019-06-15
6.074488532642667e-05,Nuwara Eliya Proper,2019-06-15,2019-06-16
0.000101215088715,Nuwara Eliya Proper,2019-06-16,2019-06-17
8.275653874941797e-05,Nuwara Eliya Proper,2019-06-17,2019-06-18
8.291602308825832e-06,Nuwara Eliya Proper,2019-06-18,2019-06-19
4.317640515599125e-05,Nuwara Eliya Proper,2019-06-19,2019-06-20
9.229919803482012e-05,Nuwara Eliya Proper,2019-06-20,2019-06-21
,Nuwara Eliya Proper,2019-06-21,2019-06-22
0.0001479365913374,Nuwara Eliya Proper,2019-06-22,2019-06-23
6.17899931725921e-05,Nuwara Eliya Proper,2019-06-23,2019-06-24
,Nuwara Eliya Proper,2019-06-24,2019-06-25
,Nuwara Eliya Proper,2019-06-25,2019-06-26
0.0001348028330007,Nuwara Eliya Proper,2019-06-26,2019-06-27
8.074711312637191e-05,Nuwara Eliya Proper,2019-06-27,2019-06-28
0.0001259997361788,Nuwara Eliya Proper,2019-06-28,2019-06-29
0.0001105386966815,Nuwara Eliya Proper,2019-06-29,2019-06-30
0.0001086163531717,Nuwara Eliya Proper,2019-06-30,2019-07-01
5.762188204561666e-05,Nuwara Eliya Proper,2019-07-01,2019-07-02
0.0001623492259486,Nuwara Eliya Proper,2019-07-02,2019-07-03
0.0001738523006491,Nuwara Eliya Proper,2019-07-03,2019-07-04
-1.9064508329208183e-05,Nuwara Eliya Proper,2019-07-04,2019-07-05
0.0001177761070948,Nuwara Eliya Proper,2019-07-05,2019-07-06
0.0001369265480897,Nuwara Eliya Proper,2019-07-06,2019-07-07
0.0001863186505513,Nuwara Eliya Proper,2019-07-07,2019-07-08
0.00024779655935,Nuwara Eliya Proper,2019-07-08,2019-07-09
,Nuwara Eliya Proper,2019-07-09,2019-07-10
,Nuwara Eliya Proper,2019-07-10,2019-07-11
0.0001292302443306,Nuwara Eliya Proper,2019-07-11,2019-07-12
0.0001169642800239,Nuwara Eliya Proper,2019-07-12,2019-07-13
,Nuwara Eliya Proper,2019-07-13,2019-07-14
,Nuwara Eliya Proper,2019-07-14,2019-07-15
,Nuwara Eliya Proper,2019-07-15,2019-07-16
5.911798409791456e-05,Nuwara Eliya Proper,2019-07-16,2019-07-17
3.329885377230573e-05,Nuwara Eliya Proper,2019-07-17,2019-07-18
,Nuwara Eliya Proper,2019-07-18,2019-07-19
,Nuwara Eliya Proper,2019-07-19,2019-07-20
,Nuwara Eliya Proper,2019-07-20,2019-07-21
,Nuwara Eliya Proper,2019-07-21,2019-07-22
,Nuwara Eliya Proper,2019-07-22,2019-07-23
9.433908685854995e-05,Nuwara Eliya Proper,2019-07-23,2019-07-24
0.0001659327228923,Nuwara Eliya Proper,2019-07-24,2019-07-25
,Nuwara Eliya Proper,2019-07-25,2019-07-26
0.0001184712242621,Nuwara Eliya Proper,2019-07-26,2019-07-27
0.0001114548395224,Nuwara Eliya Proper,2019-07-27,2019-07-28
4.187517193366405e-05,Nuwara Eliya Proper,2019-07-28,2019-07-29
0.0001617242205137,Nuwara Eliya Proper,2019-07-29,2019-07-30
0.0001080114271866,Nuwara Eliya Proper,2019-07-30,2019-07-31
7.751671709410368e-05,Nuwara Eliya Proper,2019-07-31,2019-08-01
0.0001329736920653,Nuwara Eliya Proper,2019-08-01,2019-08-02
,Nuwara Eliya Proper,2019-08-02,2019-08-03
5.651169903300146e-05,Nuwara Eliya Proper,2019-08-03,2019-08-04
-4.559879989678232e-05,Nuwara Eliya Proper,2019-08-04,2019-08-05
-3.059205259604564e-05,Nuwara Eliya Proper,2019-08-05,2019-08-06
-6.108415254857391e-05,Nuwara Eliya Proper,2019-08-06,2019-08-07
,Nuwara Eliya Proper,2019-08-07,2019-08-08
,Nuwara Eliya Proper,2019-08-08,2019-08-09
,Nuwara Eliya Proper,2019-08-09,2019-08-10
,Nuwara Eliya Proper,2019-08-10,2019-08-11
,Nuwara Eliya Proper,2019-08-11,2019-08-12
,Nuwara Eliya Proper,2019-08-12,2019-08-13
,Nuwara Eliya Proper,2019-08-13,2019-08-14
,Nuwara Eliya Proper,2019-08-14,2019-08-15
,Nuwara Eliya Proper,2019-08-15,2019-08-16
,Nuwara Eliya Proper,2019-08-16,2019-08-17
,Nuwara Eliya Proper,2019-08-17,2019-08-18
3.799505288802035e-05,Nuwara Eliya Proper,2019-08-18,2019-08-19
,Nuwara Eliya Proper,2019-08-19,2019-08-20
,Nuwara Eliya Proper,2019-08-20,2019-08-21
,Nuwara Eliya Proper,2019-08-21,2019-08-22
,Nuwara Eliya Proper,2019-08-22,2019-08-23
,Nuwara Eliya Proper,2019-08-23,2019-08-24
-3.316495323904968e-05,Nuwara Eliya Proper,2019-08-24,2019-08-25
,Nuwara Eliya Proper,2019-08-25,2019-08-26
,Nuwara Eliya Proper,2019-08-26,2019-08-27
-4.956128894219332e-06,Nuwara Eliya Proper,2019-08-27,2019-08-28
,Nuwara Eliya Proper,2019-08-28,2019-08-29
,Nuwara Eliya Proper,2019-08-29,2019-08-30
2.82110260500617e-05,Nuwara Eliya Proper,2019-08-30,2019-08-31
9.445839367563298e-05,Nuwara Eliya Proper,2019-08-31,2019-09-01
,Nuwara Eliya Proper,2019-09-01,2019-09-02
8.64964669904217e-05,Nuwara Eliya Proper,2019-09-02,2019-09-03
3.3414233799745706e-05,Nuwara Eliya Proper,2019-09-03,2019-09-04
0.000116729877908,Nuwara Eliya Proper,2019-09-04,2019-09-05
,Nuwara Eliya Proper,2019-09-05,2019-09-06
,Nuwara Eliya Proper,2019-09-06,2019-09-07
4.987681369842603e-05,Nuwara Eliya Proper,2019-09-07,2019-09-08
0.0002593871115593,Nuwara Eliya Proper,2019-09-08,2019-09-09
8.982164139944275e-05,Nuwara Eliya Proper,2019-09-09,2019-09-10
,Nuwara Eliya Proper,2019-09-10,2019-09-11
,Nuwara Eliya Proper,2019-09-11,2019-09-12
,Nuwara Eliya Proper,2019-09-12,2019-09-13
,Nuwara Eliya Proper,2019-09-13,2019-09-14
,Nuwara Eliya Proper,2019-09-14,2019-09-15
,Nuwara Eliya Proper,2019-09-15,2019-09-16
,Nuwara Eliya Proper,2019-09-16,2019-09-17
,Nuwara Eliya Proper,2019-09-17,2019-09-18
3.6572593671735376e-05,Nuwara Eliya Proper,2019-09-18,2019-09-19
,Nuwara Eliya Proper,2019-09-19,2019-09-20
,Nuwara Eliya Proper,2019-09-20,2019-09-21
4.00684436684202e-05,Nuwara Eliya Proper,2019-09-21,2019-09-22
,Nuwara Eliya Proper,2019-09-22,2019-09-23
,Nuwara Eliya Proper,2019-09-23,2019-09-24
,Nuwara Eliya Proper,2019-09-24,2019-09-25
,Nuwara Eliya Proper,2019-09-25,2019-09-26
,Nuwara Eliya Proper,2019-09-26,2019-09-27
,Nuwara Eliya Proper,2019-09-27,2019-09-28
,Nuwara Eliya Proper,2019-09-28,2019-09-29
,Nuwara Eliya Proper,2019-09-29,2019-09-30
,Nuwara Eliya Proper,2019-09-30,2019-10-01
0.0001037214939681,Nuwara Eliya Proper,2019-10-01,2019-10-02
-3.025854347757612e-05,Nuwara Eliya Proper,2019-10-02,2019-10-03
,Nuwara Eliya Proper,2019-10-03,2019-10-04
,Nuwara Eliya Proper,2019-10-04,2019-10-05
,Nuwara Eliya Proper,2019-10-05,2019-10-06
,Nuwara Eliya Proper,2019-10-06,2019-10-07
,Nuwara Eliya Proper,2019-10-07,2019-10-08
,Nuwara Eliya Proper,2019-10-08,2019-10-09
,Nuwara Eliya Proper,2019-10-09,2019-10-10
,Nuwara Eliya Proper,2019-10-10,2019-10-11
,Nuwara Eliya Proper,2019-10-11,2019-10-12
,Nuwara Eliya Proper,2019-10-12,2019-10-13
,Nuwara Eliya Proper,2019-10-13,2019-10-14
2.680059781088767e-05,Nuwara Eliya Proper,2019-10-14,2019-10-15
,Nuwara Eliya Proper,2019-10-15,2019-10-16
8.089742914307863e-05,Nuwara Eliya Proper,2019-10-16,2019-10-17
,Nuwara Eliya Proper,2019-10-17,2019-10-18
,Nuwara Eliya Proper,2019-10-18,2019-10-19
,Nuwara Eliya Proper,2019-10-19,2019-10-20
,Nuwara Eliya Proper,2019-10-20,2019-10-21
,Nuwara Eliya Proper,2019-10-21,2019-10-22
,Nuwara Eliya Proper,2019-10-22,2019-10-23
0.0002144734025932,Nuwara Eliya Proper,2019-10-23,2019-10-24
,Nuwara Eliya Proper,2019-10-24,2019-10-25
,Nuwara Eliya Proper,2019-10-25,2019-10-26
,Nuwara Eliya Proper,2019-10-26,2019-10-27
,Nuwara Eliya Proper,2019-10-27,2019-10-28
,Nuwara Eliya Proper,2019-10-28,2019-10-29
,Nuwara Eliya Proper,2019-10-29,2019-10-30
,Nuwara Eliya Proper,2019-10-30,2019-10-31
,Nuwara Eliya Proper,2019-10-31,2019-11-01
0.0001060299718198,Nuwara Eliya Proper,2019-11-01,2019-11-02
,Nuwara Eliya Proper,2019-11-02,2019-11-03
,Nuwara Eliya Proper,2019-11-03,2019-11-04
,Nuwara Eliya Proper,2019-11-04,2019-11-05
-1.447438194190909e-06,Nuwara Eliya Proper,2019-11-05,2019-11-06
0.0001197492585854,Nuwara Eliya Proper,2019-11-06,2019-11-07
0.0002019448987158,Nuwara Eliya Proper,2019-11-07,2019-11-08
0.0001875744093177,Nuwara Eliya Proper,2019-11-08,2019-11-09
,Nuwara Eliya Proper,2019-11-09,2019-11-10
,Nuwara Eliya Proper,2019-11-10,2019-11-11
,Nuwara Eliya Proper,2019-11-11,2019-11-12
0.0001796965460638,Nuwara Eliya Proper,2019-11-12,2019-11-13
4.990433807850961e-05,Nuwara Eliya Proper,2019-11-13,2019-11-14
1.0639170243363802e-05,Nuwara Eliya Proper,2019-11-14,2019-11-15
,Nuwara Eliya Proper,2019-11-15,2019-11-16
,Nuwara Eliya Proper,2019-11-16,2019-11-17
-1.8410832318863548e-05,Nuwara Eliya Proper,2019-11-17,2019-11-18
0.0001715080615397,Nuwara Eliya Proper,2019-11-18,2019-11-19
,Nuwara Eliya Proper,2019-11-19,2019-11-20
,Nuwara Eliya Proper,2019-11-20,2019-11-21
,Nuwara Eliya Proper,2019-11-21,2019-11-22
,Nuwara Eliya Proper,2019-11-22,2019-11-23
,Nuwara Eliya Proper,2019-11-23,2019-11-24
,Nuwara Eliya Proper,2019-11-24,2019-11-25
,Nuwara Eliya Proper,2019-11-25,2019-11-26
,Nuwara Eliya Proper,2019-11-26,2019-11-27
,Nuwara Eliya Proper,2019-11-27,2019-11-28
,Nuwara Eliya Proper,2019-11-28,2019-11-29
,Nuwara Eliya Proper,2019-11-29,2019-11-30
,Nuwara Eliya Proper,2019-11-30,2019-12-01
,Nuwara Eliya Proper,2019-12-01,2019-12-02
,Nuwara Eliya Proper,2019-12-02,2019-12-03
,Nuwara Eliya Proper,2019-12-03,2019-12-04
,Nuwara Eliya Proper,2019-12-04,2019-12-05
,Nuwara Eliya Proper,2019-12-05,2019-12-06
6.060121733358272e-05,Nuwara Eliya Proper,2019-12-06,2019-12-07
,Nuwara Eliya Proper,2019-12-07,2019-12-08
,Nuwara Eliya Proper,2019-12-08,2019-12-09
,Nuwara Eliya Proper,2019-12-09,2019-12-10
,Nuwara Eliya Proper,2019-12-10,2019-12-11
,Nuwara Eliya Proper,2019-12-11,2019-12-12
5.144756876329371e-05,Nuwara Eliya Proper,2019-12-12,2019-12-13
-2.2457160532429955e-05,Nuwara Eliya Proper,2019-12-13,2019-12-14
1.5113010024269242e-05,Nuwara Eliya Proper,2019-12-14,2019-12-15
-3.045346083610229e-07,Nuwara Eliya Proper,2019-12-15,2019-12-16
0.0002059300168184,Nuwara Eliya Proper,2019-12-16,2019-12-17
,Nuwara Eliya Proper,2019-12-17,2019-12-18
,Nuwara Eliya Proper,2019-12-18,2019-12-19
,Nuwara Eliya Proper,2019-12-19,2019-12-20
,Nuwara Eliya Proper,2019-12-20,2019-12-21
,Nuwara Eliya Proper,2019-12-21,2019-12-22
,Nuwara Eliya Proper,2019-12-22,2019-12-23
2.4497794584021904e-05,Nuwara Eliya Proper,2019-12-23,2019-12-24
5.2385187031481246e-06,Nuwara Eliya Proper,2019-12-24,2019-12-25
-4.433234016269177e-05,Nuwara Eliya Proper,2019-12-25,2019-12-26
8.490988554769745e-05,Nuwara Eliya Proper,2019-12-26,2019-12-27
,Nuwara Eliya Proper,2019-12-27,2019-12-28
5.037097735972281e-05,Nuwara Eliya Proper,2019-12-28,2019-12-29
0.0001936077267456,Nuwara Eliya Proper,2019-12-29,2019-12-30
2.837138933940408e-05,Nuwara Eliya Proper,2019-12-30,2019-12-31
1.8020774742708853e-05,Nuwara Eliya Proper,2019-12-31,2020-01-01
,Nuwara Eliya Proper,2020-01-01,2020-01-02
,Nuwara Eliya Proper,2020-01-02,2020-01-03
7.971946523881809e-05,Nuwara Eliya Proper,2020-01-03,2020-01-04
0.0002221059548901,Nuwara Eliya Proper,2020-01-04,2020-01-05
0.0001159583617149,Nuwara Eliya Proper,2020-01-05,2020-01-06
6.421119687120402e-05,Nuwara Eliya Proper,2020-01-06,2020-01-07
-4.044642075964703e-05,Nuwara Eliya Proper,2020-01-07,2020-01-08
0.0001254094677278,Nuwara Eliya Proper,2020-01-08,2020-01-09
9.527971988931567e-05,Nuwara Eliya Proper,2020-01-09,2020-01-10
5.424391430146463e-05,Nuwara Eliya Proper,2020-01-10,2020-01-11
4.828142649293358e-05,Nuwara Eliya Proper,2020-01-11,2020-01-12
3.1963263609213755e-06,Nuwara Eliya Proper,2020-01-12,2020-01-13
,Nuwara Eliya Proper,2020-01-13,2020-01-14
0.0001008577189011,Nuwara Eliya Proper,2020-01-14,2020-01-15
0.0003271834459342,Nuwara Eliya Proper,2020-01-15,2020-01-16
-0.0001652622657575,Nuwara Eliya Proper,2020-01-16,2020-01-17
,Nuwara Eliya Proper,2020-01-17,2020-01-18
,Nuwara Eliya Proper,2020-01-18,2020-01-19
-3.831209441245208e-05,Nuwara Eliya Proper,2020-01-19,2020-01-20
0.0002333852549772,Nuwara Eliya Proper,2020-01-20,2020-01-21
5.044574209023267e-06,Nuwara Eliya Proper,2020-01-21,2020-01-22
,Nuwara Eliya Proper,2020-01-22,2020-01-23
,Nuwara Eliya Proper,2020-01-23,2020-01-24
-4.9902373575605445e-05,Nuwara Eliya Proper,2020-01-24,2020-01-25
,Nuwara Eliya Proper,2020-01-25,2020-01-26
0.0002514555784161,Nuwara Eliya Proper,2020-01-26,2020-01-27
1.5972322239645614e-05,Nuwara Eliya Proper,2020-01-27,2020-01-28
2.4162307975538745e-05,Nuwara Eliya Proper,2020-01-28,2020-01-29
8.765511960787914e-05,Nuwara Eliya Proper,2020-01-29,2020-01-30
0.0001547180170078,Nuwara Eliya Proper,2020-01-30,2020-01-31
0.0001338702093236,Nuwara Eliya Proper,2020-01-31,2020-02-01
-2.0094704597125424e-05,Nuwara Eliya Proper,2020-02-01,2020-02-02
2.5702771381475028e-05,Nuwara Eliya Proper,2020-02-02,2020-02-03
,Nuwara Eliya Proper,2020-02-03,2020-02-04
7.986340575507248e-05,Nuwara Eliya Proper,2020-02-04,2020-02-05
,Nuwara Eliya Proper,2020-02-05,2020-02-06
0.0001382175604029,Nuwara Eliya Proper,2020-02-06,2020-02-07
0.0001317641534045,Nuwara Eliya Proper,2020-02-07,2020-02-08
6.650182181808007e-05,Nuwara Eliya Proper,2020-02-08,2020-02-09
0.000197386685697,Nuwara Eliya Proper,2020-02-09,2020-02-10
7.765335944064576e-05,Nuwara Eliya Proper,2020-02-10,2020-02-11
0.0001410900828807,Nuwara Eliya Proper,2020-02-11,2020-02-12
,Nuwara Eliya Proper,2020-02-12,2020-02-13
,Nuwara Eliya Proper,2020-02-13,2020-02-14
,Nuwara Eliya Proper,2020-02-14,2020-02-15
6.299200630407998e-05,Nuwara Eliya Proper,2020-02-15,2020-02-16
0.0001506198266539,Nuwara Eliya Proper,2020-02-16,2020-02-17
0.0002877540176629,Nuwara Eliya Proper,2020-02-17,2020-02-18
0.0002179950063233,Nuwara Eliya Proper,2020-02-18,2020-02-19
0.0001680922979635,Nuwara Eliya Proper,2020-02-19,2020-02-20
0.0001587409695234,Nuwara Eliya Proper,2020-02-20,2020-02-21
,Nuwara Eliya Proper,2020-02-21,2020-02-22
,Nuwara Eliya Proper,2020-02-22,2020-02-23
,Nuwara Eliya Proper,2020-02-23,2020-02-24
2.790848919363411e-05,Nuwara Eliya Proper,2020-02-24,2020-02-25
8.692230779587012e-05,Nuwara Eliya Proper,2020-02-25,2020-02-26
9.321953062533168e-05,Nuwara Eliya Proper,2020-02-26,2020-02-27
0.0001182545319643,Nuwara Eliya Proper,2020-02-27,2020-02-28
